"GEO_ID","NAME","P001001",
"Geography","Geographic Area Name","Total",
"1500000US420034035005","Block Group 5, Census Tract 4035, Allegheny County, Pennsylvania","745",
"1500000US420034040001","Block Group 1, Census Tract 4040, Allegheny County, Pennsylvania","1500",
"1500000US420034050001","Block Group 1, Census Tract 4050, Allegheny County, Pennsylvania","684",
"1500000US420034050002","Block Group 2, Census Tract 4050, Allegheny County, Pennsylvania","473",
"1500000US420034060001","Block Group 1, Census Tract 4060, Allegheny County, Pennsylvania","1707",
"1500000US420034060002","Block Group 2, Census Tract 4060, Allegheny County, Pennsylvania","669",
"1500000US420034070011","Block Group 1, Census Tract 4070.01, Allegheny County, Pennsylvania","700",
"1500000US420034070012","Block Group 2, Census Tract 4070.01, Allegheny County, Pennsylvania","1290",
"1500000US420034070013","Block Group 3, Census Tract 4070.01, Allegheny County, Pennsylvania","1665",
"1500000US420034070014","Block Group 4, Census Tract 4070.01, Allegheny County, Pennsylvania","1519",
"1500000US420034070021","Block Group 1, Census Tract 4070.02, Allegheny County, Pennsylvania","1387",
"1500000US420034070022","Block Group 2, Census Tract 4070.02, Allegheny County, Pennsylvania","1582",
"1500000US420034070023","Block Group 3, Census Tract 4070.02, Allegheny County, Pennsylvania","831",
"1500000US420034070024","Block Group 4, Census Tract 4070.02, Allegheny County, Pennsylvania","2797",
"1500000US420034080011","Block Group 1, Census Tract 4080.01, Allegheny County, Pennsylvania","1186",
"1500000US420034080012","Block Group 2, Census Tract 4080.01, Allegheny County, Pennsylvania","2125",
"1500000US420034080013","Block Group 3, Census Tract 4080.01, Allegheny County, Pennsylvania","1458",
"1500000US420034080021","Block Group 1, Census Tract 4080.02, Allegheny County, Pennsylvania","3812",
"1500000US420034080022","Block Group 2, Census Tract 4080.02, Allegheny County, Pennsylvania","2519",
"1500000US420034090001","Block Group 1, Census Tract 4090, Allegheny County, Pennsylvania","3741",
"1500000US420034090002","Block Group 2, Census Tract 4090, Allegheny County, Pennsylvania","2239",
"1500000US420034090003","Block Group 3, Census Tract 4090, Allegheny County, Pennsylvania","3220",
"1500000US420034090004","Block Group 4, Census Tract 4090, Allegheny County, Pennsylvania","2297",
"1500000US420034100001","Block Group 1, Census Tract 4100, Allegheny County, Pennsylvania","1171",
"1500000US420034110001","Block Group 1, Census Tract 4110, Allegheny County, Pennsylvania","1091",
"1500000US420034110002","Block Group 2, Census Tract 4110, Allegheny County, Pennsylvania","2626",
"1500000US420034110003","Block Group 3, Census Tract 4110, Allegheny County, Pennsylvania","3198",
"1500000US420034120011","Block Group 1, Census Tract 4120.01, Allegheny County, Pennsylvania","2668",
"1500000US420034120012","Block Group 2, Census Tract 4120.01, Allegheny County, Pennsylvania","1796",
"1500000US420034120013","Block Group 3, Census Tract 4120.01, Allegheny County, Pennsylvania","1708",
"1500000US420034120014","Block Group 4, Census Tract 4120.01, Allegheny County, Pennsylvania","2433",
"1500000US420034120021","Block Group 1, Census Tract 4120.02, Allegheny County, Pennsylvania","2929",
"1500000US420034120022","Block Group 2, Census Tract 4120.02, Allegheny County, Pennsylvania","1936",
"1500000US420034131001","Block Group 1, Census Tract 4131, Allegheny County, Pennsylvania","1287",
"1500000US420034131002","Block Group 2, Census Tract 4131, Allegheny County, Pennsylvania","1997",
"1500000US420034131003","Block Group 3, Census Tract 4131, Allegheny County, Pennsylvania","1428",
"1500000US420034131004","Block Group 4, Census Tract 4131, Allegheny County, Pennsylvania","1897",
"1500000US420034132011","Block Group 1, Census Tract 4132.01, Allegheny County, Pennsylvania","788",
"1500000US420034132012","Block Group 2, Census Tract 4132.01, Allegheny County, Pennsylvania","1316",
"1500000US420034132013","Block Group 3, Census Tract 4132.01, Allegheny County, Pennsylvania","1633",
"1500000US420034132021","Block Group 1, Census Tract 4132.02, Allegheny County, Pennsylvania","1092",
"1500000US420034132022","Block Group 2, Census Tract 4132.02, Allegheny County, Pennsylvania","1774",
"1500000US420034133001","Block Group 1, Census Tract 4133, Allegheny County, Pennsylvania","1683",
"1500000US420034133002","Block Group 2, Census Tract 4133, Allegheny County, Pennsylvania","2367",
"1500000US420034133003","Block Group 3, Census Tract 4133, Allegheny County, Pennsylvania","692",
"1500000US420034134001","Block Group 1, Census Tract 4134, Allegheny County, Pennsylvania","1548",
"1500000US420034134002","Block Group 2, Census Tract 4134, Allegheny County, Pennsylvania","1199",
"1500000US420034134003","Block Group 3, Census Tract 4134, Allegheny County, Pennsylvania","1592",
"1500000US420034135001","Block Group 1, Census Tract 4135, Allegheny County, Pennsylvania","872",
"1500000US420034135002","Block Group 2, Census Tract 4135, Allegheny County, Pennsylvania","2117",
"1500000US420034135003","Block Group 3, Census Tract 4135, Allegheny County, Pennsylvania","1374",
"1500000US420034135004","Block Group 4, Census Tract 4135, Allegheny County, Pennsylvania","1801",
"1500000US420034141011","Block Group 1, Census Tract 4141.01, Allegheny County, Pennsylvania","2136",
"1500000US420034141012","Block Group 2, Census Tract 4141.01, Allegheny County, Pennsylvania","1211",
"1500000US420034141013","Block Group 3, Census Tract 4141.01, Allegheny County, Pennsylvania","825",
"1500000US420034141014","Block Group 4, Census Tract 4141.01, Allegheny County, Pennsylvania","1186",
"1500000US420034141021","Block Group 1, Census Tract 4141.02, Allegheny County, Pennsylvania","2647",
"1500000US420034141022","Block Group 2, Census Tract 4141.02, Allegheny County, Pennsylvania","2489",
"1500000US420034141023","Block Group 3, Census Tract 4141.02, Allegheny County, Pennsylvania","1904",
"1500000US420034142001","Block Group 1, Census Tract 4142, Allegheny County, Pennsylvania","3222",
"1500000US420034142002","Block Group 2, Census Tract 4142, Allegheny County, Pennsylvania","971",
"1500000US420034142003","Block Group 3, Census Tract 4142, Allegheny County, Pennsylvania","1772",
"1500000US420034150011","Block Group 1, Census Tract 4150.01, Allegheny County, Pennsylvania","1110",
"1500000US420034150012","Block Group 2, Census Tract 4150.01, Allegheny County, Pennsylvania","1509",
"1500000US420034150013","Block Group 3, Census Tract 4150.01, Allegheny County, Pennsylvania","2089",
"1500000US420034150021","Block Group 1, Census Tract 4150.02, Allegheny County, Pennsylvania","1467",
"1500000US420034150022","Block Group 2, Census Tract 4150.02, Allegheny County, Pennsylvania","1078",
"1500000US420034160001","Block Group 1, Census Tract 4160, Allegheny County, Pennsylvania","892",
"1500000US420034160002","Block Group 2, Census Tract 4160, Allegheny County, Pennsylvania","744",
"1500000US420034171001","Block Group 1, Census Tract 4171, Allegheny County, Pennsylvania","828",
"1500000US420034171002","Block Group 2, Census Tract 4171, Allegheny County, Pennsylvania","705",
"1500000US420034171003","Block Group 3, Census Tract 4171, Allegheny County, Pennsylvania","612",
"1500000US420034172001","Block Group 1, Census Tract 4172, Allegheny County, Pennsylvania","1260",
"1500000US420034180001","Block Group 1, Census Tract 4180, Allegheny County, Pennsylvania","1746",
"1500000US420034190001","Block Group 1, Census Tract 4190, Allegheny County, Pennsylvania","1105",
"1500000US420034190002","Block Group 2, Census Tract 4190, Allegheny County, Pennsylvania","730",
"1500000US420034190003","Block Group 3, Census Tract 4190, Allegheny County, Pennsylvania","1086",
"1500000US420034200001","Block Group 1, Census Tract 4200, Allegheny County, Pennsylvania","1432",
"1500000US420034211001","Block Group 1, Census Tract 4211, Allegheny County, Pennsylvania","1067",
"1500000US420034211002","Block Group 2, Census Tract 4211, Allegheny County, Pennsylvania","845",
"1500000US420034211003","Block Group 3, Census Tract 4211, Allegheny County, Pennsylvania","1546",
"1500000US420034211004","Block Group 4, Census Tract 4211, Allegheny County, Pennsylvania","645",
"1500000US420034212001","Block Group 1, Census Tract 4212, Allegheny County, Pennsylvania","1967",
"1500000US420034212002","Block Group 2, Census Tract 4212, Allegheny County, Pennsylvania","1087",
"1500000US420034212003","Block Group 3, Census Tract 4212, Allegheny County, Pennsylvania","247",
"1500000US420034212004","Block Group 4, Census Tract 4212, Allegheny County, Pennsylvania","1003",
"1500000US420034220001","Block Group 1, Census Tract 4220, Allegheny County, Pennsylvania","1752",
"1500000US420034220002","Block Group 2, Census Tract 4220, Allegheny County, Pennsylvania","756",
"1500000US420034220003","Block Group 3, Census Tract 4220, Allegheny County, Pennsylvania","1046",
"1500000US420034220004","Block Group 4, Census Tract 4220, Allegheny County, Pennsylvania","1834",
"1500000US420034230001","Block Group 1, Census Tract 4230, Allegheny County, Pennsylvania","958",
"1500000US420034230002","Block Group 2, Census Tract 4230, Allegheny County, Pennsylvania","996",
"1500000US420034230003","Block Group 3, Census Tract 4230, Allegheny County, Pennsylvania","847",
"1500000US420034240001","Block Group 1, Census Tract 4240, Allegheny County, Pennsylvania","936",
"1500000US420034240002","Block Group 2, Census Tract 4240, Allegheny County, Pennsylvania","664",
"1500000US420034240003","Block Group 3, Census Tract 4240, Allegheny County, Pennsylvania","749",
"1500000US420034240004","Block Group 4, Census Tract 4240, Allegheny County, Pennsylvania","1097",
"1500000US420034250001","Block Group 1, Census Tract 4250, Allegheny County, Pennsylvania","551",
"1500000US420034250002","Block Group 2, Census Tract 4250, Allegheny County, Pennsylvania","958",
"1500000US420034250003","Block Group 3, Census Tract 4250, Allegheny County, Pennsylvania","1113",
"1500000US420034250004","Block Group 4, Census Tract 4250, Allegheny County, Pennsylvania","829",
"1500000US420034263001","Block Group 1, Census Tract 4263, Allegheny County, Pennsylvania","1579",
"1500000US420034263002","Block Group 2, Census Tract 4263, Allegheny County, Pennsylvania","2084",
"1500000US420034263003","Block Group 3, Census Tract 4263, Allegheny County, Pennsylvania","2374",
"1500000US420034264001","Block Group 1, Census Tract 4264, Allegheny County, Pennsylvania","914",
"1500000US420034264002","Block Group 2, Census Tract 4264, Allegheny County, Pennsylvania","1057",
"1500000US420034264003","Block Group 3, Census Tract 4264, Allegheny County, Pennsylvania","1068",
"1500000US420034264004","Block Group 4, Census Tract 4264, Allegheny County, Pennsylvania","1542",
"1500000US420034267001","Block Group 1, Census Tract 4267, Allegheny County, Pennsylvania","697",
"1500000US420034267002","Block Group 2, Census Tract 4267, Allegheny County, Pennsylvania","1664",
"1500000US420034268001","Block Group 1, Census Tract 4268, Allegheny County, Pennsylvania","1330",
"1500000US420034268002","Block Group 2, Census Tract 4268, Allegheny County, Pennsylvania","2505",
"1500000US420034268003","Block Group 3, Census Tract 4268, Allegheny County, Pennsylvania","1534",
"1500000US420034270001","Block Group 1, Census Tract 4270, Allegheny County, Pennsylvania","1443",
"1500000US420034270002","Block Group 2, Census Tract 4270, Allegheny County, Pennsylvania","838",
"1500000US420034270003","Block Group 3, Census Tract 4270, Allegheny County, Pennsylvania","1463",
"1500000US420034271001","Block Group 1, Census Tract 4271, Allegheny County, Pennsylvania","1714",
"1500000US420034271002","Block Group 2, Census Tract 4271, Allegheny County, Pennsylvania","1789",
"1500000US420034271003","Block Group 3, Census Tract 4271, Allegheny County, Pennsylvania","2007",
"1500000US420034272001","Block Group 1, Census Tract 4272, Allegheny County, Pennsylvania","1261",
"1500000US420034272002","Block Group 2, Census Tract 4272, Allegheny County, Pennsylvania","1197",
"1500000US420034272003","Block Group 3, Census Tract 4272, Allegheny County, Pennsylvania","1275",
"1500000US420034272004","Block Group 4, Census Tract 4272, Allegheny County, Pennsylvania","1166",
"1500000US420034281001","Block Group 1, Census Tract 4281, Allegheny County, Pennsylvania","632",
"1500000US420034281002","Block Group 2, Census Tract 4281, Allegheny County, Pennsylvania","610",
"1500000US420034282001","Block Group 1, Census Tract 4282, Allegheny County, Pennsylvania","640",
"1500000US420034282002","Block Group 2, Census Tract 4282, Allegheny County, Pennsylvania","1451",
"1500000US420034291001","Block Group 1, Census Tract 4291, Allegheny County, Pennsylvania","1130",
"1500000US420034291002","Block Group 2, Census Tract 4291, Allegheny County, Pennsylvania","1380",
"1500000US420034292011","Block Group 1, Census Tract 4292.01, Allegheny County, Pennsylvania","1890",
"1500000US420034292012","Block Group 2, Census Tract 4292.01, Allegheny County, Pennsylvania","2420",
"1500000US420034292021","Block Group 1, Census Tract 4292.02, Allegheny County, Pennsylvania","1215",
"1500000US420034292022","Block Group 2, Census Tract 4292.02, Allegheny County, Pennsylvania","1346",
"1500000US420034292023","Block Group 3, Census Tract 4292.02, Allegheny County, Pennsylvania","1804",
"1500000US420034293001","Block Group 1, Census Tract 4293, Allegheny County, Pennsylvania","1963",
"1500000US420034293002","Block Group 2, Census Tract 4293, Allegheny County, Pennsylvania","1413",
"1500000US420034293003","Block Group 3, Census Tract 4293, Allegheny County, Pennsylvania","1316",
"1500000US420034293004","Block Group 4, Census Tract 4293, Allegheny County, Pennsylvania","952",
"1500000US420034294001","Block Group 1, Census Tract 4294, Allegheny County, Pennsylvania","588",
"1500000US420034294002","Block Group 2, Census Tract 4294, Allegheny County, Pennsylvania","1688",
"1500000US420034294003","Block Group 3, Census Tract 4294, Allegheny County, Pennsylvania","1270",
"1500000US420034294004","Block Group 4, Census Tract 4294, Allegheny County, Pennsylvania","719",
"1500000US420034295001","Block Group 1, Census Tract 4295, Allegheny County, Pennsylvania","1866",
"1500000US420034295002","Block Group 2, Census Tract 4295, Allegheny County, Pennsylvania","1692",
"1500000US420034295003","Block Group 3, Census Tract 4295, Allegheny County, Pennsylvania","654",
"1500000US420034296001","Block Group 1, Census Tract 4296, Allegheny County, Pennsylvania","2429",
"1500000US420034296002","Block Group 2, Census Tract 4296, Allegheny County, Pennsylvania","999",
"1500000US420034297001","Block Group 1, Census Tract 4297, Allegheny County, Pennsylvania","1479",
"1500000US420034297002","Block Group 2, Census Tract 4297, Allegheny County, Pennsylvania","892",
"1500000US420034301001","Block Group 1, Census Tract 4301, Allegheny County, Pennsylvania","730",
"1500000US420034301002","Block Group 2, Census Tract 4301, Allegheny County, Pennsylvania","1374",
"1500000US420034302001","Block Group 1, Census Tract 4302, Allegheny County, Pennsylvania","804",
"1500000US420034302002","Block Group 2, Census Tract 4302, Allegheny County, Pennsylvania","1263",
"1500000US420034302003","Block Group 3, Census Tract 4302, Allegheny County, Pennsylvania","1022",
"1500000US420034302004","Block Group 4, Census Tract 4302, Allegheny County, Pennsylvania","771",
"1500000US420034302005","Block Group 5, Census Tract 4302, Allegheny County, Pennsylvania","807",
"1500000US420034311001","Block Group 1, Census Tract 4311, Allegheny County, Pennsylvania","1674",
"1500000US420034311002","Block Group 2, Census Tract 4311, Allegheny County, Pennsylvania","1706",
"1500000US420034314001","Block Group 1, Census Tract 4314, Allegheny County, Pennsylvania","1902",
"1500000US420034315001","Block Group 1, Census Tract 4315, Allegheny County, Pennsylvania","644",
"1500000US420034315002","Block Group 2, Census Tract 4315, Allegheny County, Pennsylvania","842",
"1500000US420034315003","Block Group 3, Census Tract 4315, Allegheny County, Pennsylvania","882",
"1500000US420034315004","Block Group 4, Census Tract 4315, Allegheny County, Pennsylvania","720",
"1500000US420034323001","Block Group 1, Census Tract 4323, Allegheny County, Pennsylvania","1112",
"1500000US420034323002","Block Group 2, Census Tract 4323, Allegheny County, Pennsylvania","1009",
"1500000US420034324001","Block Group 1, Census Tract 4324, Allegheny County, Pennsylvania","1000",
"1500000US420034324002","Block Group 2, Census Tract 4324, Allegheny County, Pennsylvania","810",
"1500000US420034324003","Block Group 3, Census Tract 4324, Allegheny County, Pennsylvania","774",
"1500000US420034340001","Block Group 1, Census Tract 4340, Allegheny County, Pennsylvania","886",
"1500000US420034340002","Block Group 2, Census Tract 4340, Allegheny County, Pennsylvania","895",
"1500000US420034350001","Block Group 1, Census Tract 4350, Allegheny County, Pennsylvania","1305",
"1500000US420034350002","Block Group 2, Census Tract 4350, Allegheny County, Pennsylvania","1144",
"1500000US420034370001","Block Group 1, Census Tract 4370, Allegheny County, Pennsylvania","2548",
"1500000US420034370002","Block Group 2, Census Tract 4370, Allegheny County, Pennsylvania","2209",
"1500000US420034390001","Block Group 1, Census Tract 4390, Allegheny County, Pennsylvania","1388",
"1500000US420034455001","Block Group 1, Census Tract 4455, Allegheny County, Pennsylvania","1091",
"1500000US420034455002","Block Group 2, Census Tract 4455, Allegheny County, Pennsylvania","1642",
"1500000US420034455003","Block Group 3, Census Tract 4455, Allegheny County, Pennsylvania","1094",
"1500000US420034460001","Block Group 1, Census Tract 4460, Allegheny County, Pennsylvania","880",
"1500000US420034460002","Block Group 2, Census Tract 4460, Allegheny County, Pennsylvania","800",
"1500000US420034470001","Block Group 1, Census Tract 4470, Allegheny County, Pennsylvania","1634",
"1500000US420034480001","Block Group 1, Census Tract 4480, Allegheny County, Pennsylvania","1218",
"1500000US420034490001","Block Group 1, Census Tract 4490, Allegheny County, Pennsylvania","2640",
"1500000US420034507001","Block Group 1, Census Tract 4507, Allegheny County, Pennsylvania","1511",
"1500000US420034507002","Block Group 2, Census Tract 4507, Allegheny County, Pennsylvania","1626",
"1500000US420034508001","Block Group 1, Census Tract 4508, Allegheny County, Pennsylvania","1314",
"1500000US420034508002","Block Group 2, Census Tract 4508, Allegheny County, Pennsylvania","519",
"1500000US420034508003","Block Group 3, Census Tract 4508, Allegheny County, Pennsylvania","707",
"1500000US420034511011","Block Group 1, Census Tract 4511.01, Allegheny County, Pennsylvania","2009",
"1500000US420034511012","Block Group 2, Census Tract 4511.01, Allegheny County, Pennsylvania","1630",
"1500000US420034511021","Block Group 1, Census Tract 4511.02, Allegheny County, Pennsylvania","1871",
"1500000US420034511022","Block Group 2, Census Tract 4511.02, Allegheny County, Pennsylvania","951",
"1500000US420034511023","Block Group 3, Census Tract 4511.02, Allegheny County, Pennsylvania","2805",
"1500000US420034511041","Block Group 1, Census Tract 4511.04, Allegheny County, Pennsylvania","2938",
"1500000US420034511042","Block Group 2, Census Tract 4511.04, Allegheny County, Pennsylvania","652",
"1500000US420034511051","Block Group 1, Census Tract 4511.05, Allegheny County, Pennsylvania","1450",
"1500000US420034511052","Block Group 2, Census Tract 4511.05, Allegheny County, Pennsylvania","908",
"1500000US420034511053","Block Group 3, Census Tract 4511.05, Allegheny County, Pennsylvania","1838",
"1500000US420034513001","Block Group 1, Census Tract 4513, Allegheny County, Pennsylvania","3466",
"1500000US420034513002","Block Group 2, Census Tract 4513, Allegheny County, Pennsylvania","1341",
"1500000US420034513003","Block Group 3, Census Tract 4513, Allegheny County, Pennsylvania","1441",
"1500000US420034513004","Block Group 4, Census Tract 4513, Allegheny County, Pennsylvania","885",
"1500000US420034520001","Block Group 1, Census Tract 4520, Allegheny County, Pennsylvania","474",
"1500000US420034520002","Block Group 2, Census Tract 4520, Allegheny County, Pennsylvania","1744",
"1500000US420034520003","Block Group 3, Census Tract 4520, Allegheny County, Pennsylvania","1560",
"1500000US420034520004","Block Group 4, Census Tract 4520, Allegheny County, Pennsylvania","1282",
"1500000US420034530031","Block Group 1, Census Tract 4530.03, Allegheny County, Pennsylvania","1276",
"1500000US420034530032","Block Group 2, Census Tract 4530.03, Allegheny County, Pennsylvania","617",
"1500000US420034530041","Block Group 1, Census Tract 4530.04, Allegheny County, Pennsylvania","1873",
"1500000US420034530042","Block Group 2, Census Tract 4530.04, Allegheny County, Pennsylvania","1944",
"1500000US420034530043","Block Group 3, Census Tract 4530.04, Allegheny County, Pennsylvania","2353",
"1500000US420034530044","Block Group 4, Census Tract 4530.04, Allegheny County, Pennsylvania","785",
"1500000US420034550001","Block Group 1, Census Tract 4550, Allegheny County, Pennsylvania","1459",
"1500000US420034560011","Block Group 1, Census Tract 4560.01, Allegheny County, Pennsylvania","952",
"1500000US420034560012","Block Group 2, Census Tract 4560.01, Allegheny County, Pennsylvania","2571",
"1500000US420034560031","Block Group 1, Census Tract 4560.03, Allegheny County, Pennsylvania","887",
"1500000US420034560032","Block Group 2, Census Tract 4560.03, Allegheny County, Pennsylvania","2942",
"1500000US420034560033","Block Group 3, Census Tract 4560.03, Allegheny County, Pennsylvania","2272",
"1500000US420034560041","Block Group 1, Census Tract 4560.04, Allegheny County, Pennsylvania","1726",
"1500000US420034560042","Block Group 2, Census Tract 4560.04, Allegheny County, Pennsylvania","3066",
"1500000US420034571001","Block Group 1, Census Tract 4571, Allegheny County, Pennsylvania","763",
"1500000US420034571002","Block Group 2, Census Tract 4571, Allegheny County, Pennsylvania","665",
"1500000US420034572001","Block Group 1, Census Tract 4572, Allegheny County, Pennsylvania","591",
"1500000US420034572002","Block Group 2, Census Tract 4572, Allegheny County, Pennsylvania","847",
"1500000US420034572003","Block Group 3, Census Tract 4572, Allegheny County, Pennsylvania","1378",
"1500000US420034572004","Block Group 4, Census Tract 4572, Allegheny County, Pennsylvania","904",
"1500000US420034580001","Block Group 1, Census Tract 4580, Allegheny County, Pennsylvania","634",
"1500000US420034580002","Block Group 2, Census Tract 4580, Allegheny County, Pennsylvania","3406",
"1500000US420034580003","Block Group 3, Census Tract 4580, Allegheny County, Pennsylvania","1740",
"1500000US420034580004","Block Group 4, Census Tract 4580, Allegheny County, Pennsylvania","1300",
"1500000US420034591011","Block Group 1, Census Tract 4591.01, Allegheny County, Pennsylvania","1708",
"1500000US420034591021","Block Group 1, Census Tract 4591.02, Allegheny County, Pennsylvania","2083",
"1500000US420034591022","Block Group 2, Census Tract 4591.02, Allegheny County, Pennsylvania","990",
"1500000US420034591023","Block Group 3, Census Tract 4591.02, Allegheny County, Pennsylvania","2585",
"1500000US420034592011","Block Group 1, Census Tract 4592.01, Allegheny County, Pennsylvania","1643",
"1500000US420034592012","Block Group 2, Census Tract 4592.01, Allegheny County, Pennsylvania","1997",
"1500000US420034592013","Block Group 3, Census Tract 4592.01, Allegheny County, Pennsylvania","1765",
"1500000US420034592014","Block Group 4, Census Tract 4592.01, Allegheny County, Pennsylvania","583",
"1500000US420034592021","Block Group 1, Census Tract 4592.02, Allegheny County, Pennsylvania","661",
"1500000US420034600011","Block Group 1, Census Tract 4600.01, Allegheny County, Pennsylvania","2613",
"1500000US420034600012","Block Group 2, Census Tract 4600.01, Allegheny County, Pennsylvania","1637",
"1500000US420034600021","Block Group 1, Census Tract 4600.02, Allegheny County, Pennsylvania","641",
"1500000US420034600022","Block Group 2, Census Tract 4600.02, Allegheny County, Pennsylvania","1995",
"1500000US420034600023","Block Group 3, Census Tract 4600.02, Allegheny County, Pennsylvania","786",
"1500000US420034610001","Block Group 1, Census Tract 4610, Allegheny County, Pennsylvania","1084",
"1500000US420034621001","Block Group 1, Census Tract 4621, Allegheny County, Pennsylvania","643",
"1500000US420034621002","Block Group 2, Census Tract 4621, Allegheny County, Pennsylvania","600",
"1500000US420034621003","Block Group 3, Census Tract 4621, Allegheny County, Pennsylvania","1384",
"1500000US420034626001","Block Group 1, Census Tract 4626, Allegheny County, Pennsylvania","878",
"1500000US420034626002","Block Group 2, Census Tract 4626, Allegheny County, Pennsylvania","898",
"1500000US420034626003","Block Group 3, Census Tract 4626, Allegheny County, Pennsylvania","769",
"1500000US420034626004","Block Group 4, Census Tract 4626, Allegheny County, Pennsylvania","1190",
"1500000US420034639001","Block Group 1, Census Tract 4639, Allegheny County, Pennsylvania","1192",
"1500000US420034639002","Block Group 2, Census Tract 4639, Allegheny County, Pennsylvania","728",
"1500000US420034639003","Block Group 3, Census Tract 4639, Allegheny County, Pennsylvania","742",
"1500000US420034643001","Block Group 1, Census Tract 4643, Allegheny County, Pennsylvania","1297",
"1500000US420034643002","Block Group 2, Census Tract 4643, Allegheny County, Pennsylvania","789",
"1500000US420034643003","Block Group 3, Census Tract 4643, Allegheny County, Pennsylvania","665",
"1500000US420034643004","Block Group 4, Census Tract 4643, Allegheny County, Pennsylvania","579",
"1500000US420034644001","Block Group 1, Census Tract 4644, Allegheny County, Pennsylvania","447",
"1500000US420034644002","Block Group 2, Census Tract 4644, Allegheny County, Pennsylvania","922",
"1500000US420034644003","Block Group 3, Census Tract 4644, Allegheny County, Pennsylvania","1081",
"1500000US420034644004","Block Group 4, Census Tract 4644, Allegheny County, Pennsylvania","992",
"1500000US420034656001","Block Group 1, Census Tract 4656, Allegheny County, Pennsylvania","995",
"1500000US420034656002","Block Group 2, Census Tract 4656, Allegheny County, Pennsylvania","1378",
"1500000US420034658001","Block Group 1, Census Tract 4658, Allegheny County, Pennsylvania","1545",
"1500000US420034658002","Block Group 2, Census Tract 4658, Allegheny County, Pennsylvania","1141",
"1500000US420034658003","Block Group 3, Census Tract 4658, Allegheny County, Pennsylvania","892",
"1500000US420034687001","Block Group 1, Census Tract 4687, Allegheny County, Pennsylvania","1063",
"1500000US420034687002","Block Group 2, Census Tract 4687, Allegheny County, Pennsylvania","696",
"1500000US420034688001","Block Group 1, Census Tract 4688, Allegheny County, Pennsylvania","621",
"1500000US420034688002","Block Group 2, Census Tract 4688, Allegheny County, Pennsylvania","713",
"1500000US420034688003","Block Group 3, Census Tract 4688, Allegheny County, Pennsylvania","1238",
"1500000US420034689001","Block Group 1, Census Tract 4689, Allegheny County, Pennsylvania","1277",
"1500000US420034689002","Block Group 2, Census Tract 4689, Allegheny County, Pennsylvania","933",
"1500000US420034689003","Block Group 3, Census Tract 4689, Allegheny County, Pennsylvania","1431",
"1500000US420034690001","Block Group 1, Census Tract 4690, Allegheny County, Pennsylvania","1072",
"1500000US420034690002","Block Group 2, Census Tract 4690, Allegheny County, Pennsylvania","2402",
"1500000US420034690003","Block Group 3, Census Tract 4690, Allegheny County, Pennsylvania","958",
"1500000US420034703001","Block Group 1, Census Tract 4703, Allegheny County, Pennsylvania","1621",
"1500000US420034703002","Block Group 2, Census Tract 4703, Allegheny County, Pennsylvania","2312",
"1500000US420034704001","Block Group 1, Census Tract 4704, Allegheny County, Pennsylvania","925",
"1500000US420034704002","Block Group 2, Census Tract 4704, Allegheny County, Pennsylvania","728",
"1500000US420034704003","Block Group 3, Census Tract 4704, Allegheny County, Pennsylvania","1410",
"1500000US420034705011","Block Group 1, Census Tract 4705.01, Allegheny County, Pennsylvania","2500",
"1500000US420034705012","Block Group 2, Census Tract 4705.01, Allegheny County, Pennsylvania","1454",
"1500000US420034705021","Block Group 1, Census Tract 4705.02, Allegheny County, Pennsylvania","1486",
"1500000US420034705022","Block Group 2, Census Tract 4705.02, Allegheny County, Pennsylvania","1485",
"1500000US420034706001","Block Group 1, Census Tract 4706, Allegheny County, Pennsylvania","1657",
"1500000US420034706002","Block Group 2, Census Tract 4706, Allegheny County, Pennsylvania","726",
"1500000US420034706003","Block Group 3, Census Tract 4706, Allegheny County, Pennsylvania","720",
"1500000US420034710001","Block Group 1, Census Tract 4710, Allegheny County, Pennsylvania","1244",
"1500000US420034721001","Block Group 1, Census Tract 4721, Allegheny County, Pennsylvania","1481",
"1500000US420034721002","Block Group 2, Census Tract 4721, Allegheny County, Pennsylvania","1043",
"1500000US420034722001","Block Group 1, Census Tract 4722, Allegheny County, Pennsylvania","919",
"1500000US420034722002","Block Group 2, Census Tract 4722, Allegheny County, Pennsylvania","583",
"1500000US420034722003","Block Group 3, Census Tract 4722, Allegheny County, Pennsylvania","725",
"1500000US420034723001","Block Group 1, Census Tract 4723, Allegheny County, Pennsylvania","617",
"1500000US420034723002","Block Group 2, Census Tract 4723, Allegheny County, Pennsylvania","831",
"1500000US420034723003","Block Group 3, Census Tract 4723, Allegheny County, Pennsylvania","566",
"1500000US420034724001","Block Group 1, Census Tract 4724, Allegheny County, Pennsylvania","1034",
"1500000US420034724002","Block Group 2, Census Tract 4724, Allegheny County, Pennsylvania","794",
"1500000US420034731001","Block Group 1, Census Tract 4731, Allegheny County, Pennsylvania","1405",
"1500000US420034731002","Block Group 2, Census Tract 4731, Allegheny County, Pennsylvania","756",
"1500000US420034731003","Block Group 3, Census Tract 4731, Allegheny County, Pennsylvania","911",
"1500000US420034731004","Block Group 4, Census Tract 4731, Allegheny County, Pennsylvania","688",
"1500000US420034731005","Block Group 5, Census Tract 4731, Allegheny County, Pennsylvania","974",
"1500000US420034732001","Block Group 1, Census Tract 4732, Allegheny County, Pennsylvania","963",
"1500000US420034732002","Block Group 2, Census Tract 4732, Allegheny County, Pennsylvania","1014",
