"GEO_ID","NAME","B25001_001E","B25001_001M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total",
"1400000US42003526302","Census Tract 5263.02, Allegheny County, Pennsylvania","2277","232",
"1400000US42003550900","Census Tract 5509, Allegheny County, Pennsylvania","1127","132",
"1400000US42003551200","Census Tract 5512, Allegheny County, Pennsylvania","1929","310",
"1400000US42003551300","Census Tract 5513, Allegheny County, Pennsylvania","1302","138",
"1400000US42003551900","Census Tract 5519, Allegheny County, Pennsylvania","1062","181",
"1400000US42003552000","Census Tract 5520, Allegheny County, Pennsylvania","1384","177",
"1400000US42003552100","Census Tract 5521, Allegheny County, Pennsylvania","604","117",
"1400000US42003552200","Census Tract 5522, Allegheny County, Pennsylvania","643","115",
"1400000US42003552300","Census Tract 5523, Allegheny County, Pennsylvania","1292","125",
"1400000US42003552400","Census Tract 5524, Allegheny County, Pennsylvania","1787","217",
"1400000US42003560400","Census Tract 5604, Allegheny County, Pennsylvania","1121","123",
"1400000US42003560500","Census Tract 5605, Allegheny County, Pennsylvania","1657","288",
"1400000US42003561400","Census Tract 5614, Allegheny County, Pennsylvania","2823","280",
"1400000US42003561500","Census Tract 5615, Allegheny County, Pennsylvania","2194","203",
"1400000US42003561900","Census Tract 5619, Allegheny County, Pennsylvania","1024","124",
"1400000US42003562000","Census Tract 5620, Allegheny County, Pennsylvania","2105","194",
"1400000US42003562300","Census Tract 5623, Allegheny County, Pennsylvania","1667","178",
"1400000US42003562400","Census Tract 5624, Allegheny County, Pennsylvania","1353","164",
"1400000US42003562500","Census Tract 5625, Allegheny County, Pennsylvania","1245","127",
"1400000US42003562600","Census Tract 5626, Allegheny County, Pennsylvania","1520","309",
"1400000US42003562700","Census Tract 5627, Allegheny County, Pennsylvania","1400","130",
"1400000US42003562800","Census Tract 5628, Allegheny County, Pennsylvania","850","90",
"1400000US42003562901","Census Tract 5629.01, Allegheny County, Pennsylvania","814","69",
"1400000US42003563000","Census Tract 5630, Allegheny County, Pennsylvania","1381","133",
"1400000US42003563100","Census Tract 5631, Allegheny County, Pennsylvania","1777","237",
"1400000US42003563201","Census Tract 5632.01, Allegheny County, Pennsylvania","282","83",
"1400000US42003563202","Census Tract 5632.02, Allegheny County, Pennsylvania","1572","201",
"1400000US42003563300","Census Tract 5633, Allegheny County, Pennsylvania","666","72",
"1400000US42003563800","Census Tract 5638, Allegheny County, Pennsylvania","1852","140",
"1400000US42003563900","Census Tract 5639, Allegheny County, Pennsylvania","2207","167",
"1400000US42003564000","Census Tract 5640, Allegheny County, Pennsylvania","2699","201",
"1400000US42003564100","Census Tract 5641, Allegheny County, Pennsylvania","379","71",
"1400000US42003564200","Census Tract 5642, Allegheny County, Pennsylvania","1028","105",
"1400000US42003564400","Census Tract 5644, Allegheny County, Pennsylvania","2944","236",
"1400000US42003564500","Census Tract 5645, Allegheny County, Pennsylvania","1370","166",
"1400000US42003564700","Census Tract 5647, Allegheny County, Pennsylvania","1906","192",
"1400000US42003564800","Census Tract 5648, Allegheny County, Pennsylvania","1356","117",
"1400000US42003565100","Census Tract 5651, Allegheny County, Pennsylvania","1874","146",
"1400000US42003565200","Census Tract 5652, Allegheny County, Pennsylvania","1742","148",
"1400000US42003565300","Census Tract 5653, Allegheny County, Pennsylvania","589","97",
"1400000US42003980000","Census Tract 9800, Allegheny County, Pennsylvania","0","11",
"1400000US42003980100","Census Tract 9801, Allegheny County, Pennsylvania","0","11",
"1400000US42003980300","Census Tract 9803, Allegheny County, Pennsylvania","0","11",
"1400000US42003980400","Census Tract 9804, Allegheny County, Pennsylvania","0","11",
"1400000US42003980500","Census Tract 9805, Allegheny County, Pennsylvania","23","13",
"1400000US42003980600","Census Tract 9806, Allegheny County, Pennsylvania","3","6",
"1400000US42003980700","Census Tract 9807, Allegheny County, Pennsylvania","0","11",
"1400000US42003980800","Census Tract 9808, Allegheny County, Pennsylvania","0","11",
"1400000US42003980900","Census Tract 9809, Allegheny County, Pennsylvania","0","11",
"1400000US42003981000","Census Tract 9810, Allegheny County, Pennsylvania","0","11",
"1400000US42003981100","Census Tract 9811, Allegheny County, Pennsylvania","0","11",
"1400000US42003981200","Census Tract 9812, Allegheny County, Pennsylvania","0","11",
"1400000US42003981800","Census Tract 9818, Allegheny County, Pennsylvania","0","11",
"1400000US42003982200","Census Tract 9822, Allegheny County, Pennsylvania","13","9",
