TRACT,2020
42003010300,67
42003020100,122
42003020300,4
42003030500,396
42003040200,38
42003040400,0
42003040500,1
42003040600,0
42003040900,13
42003050100,231
42003050600,50
42003050900,129
42003051000,88
42003051100,146
42003060300,52
42003060500,10
42003070300,0
42003070500,0
42003070600,0
42003070800,1
42003070900,0
42003080200,10
42003080400,4
42003080600,7
42003080700,18
42003080900,43
42003090100,8
42003090200,4
42003090300,26
42003100500,35
42003101100,18
42003101400,21
42003101600,76
42003101700,85
42003101800,4
42003110200,58
42003110600,26
42003111300,141
42003111400,64
42003111500,296
42003120300,187
42003120400,124
42003120700,47
42003120800,115
42003130100,101
42003130200,77
42003130300,213
42003130400,122
42003130600,100
42003140100,0
42003140200,0
42003140300,1
42003140400,0
42003140500,27
42003140600,10
42003140800,8
42003141000,0
42003141100,0
42003141300,17
42003141400,27
42003151600,4
42003151700,30
42003160800,44
42003160900,73
42003170200,7
42003170600,21
42003180300,169
42003180700,76
42003190300,4
42003191100,4
42003191400,72
42003191500,60
42003191600,65
42003191700,27
42003191800,35
42003191900,27
42003192000,52
42003202200,97
42003202300,3
42003210700,48
42003220600,24
42003240600,52
42003241200,12
42003250300,18
42003250700,9
42003250900,68
42003260200,64
42003260700,48
42003260900,0
42003261200,3
42003261400,115
42003261500,69
42003262000,21
42003270100,27
42003270300,86
42003270400,46
42003270800,34
42003271500,169
42003281400,174
42003281500,25
42003290100,81
42003290200,199
42003290400,201
42003300100,337
42003310200,16
42003310300,1
42003320400,16
42003320600,10
42003320700,9
42003401100,4
42003401200,15
42003401300,1
42003402000,24
42003403500,80
42003404000,7
42003405000,1
42003406000,1
42003407001,2
42003407002,0
42003408001,6
42003408002,0
42003409000,1
42003410000,0
42003411000,0
42003412001,0
42003412002,0
42003413100,0
42003413201,3
42003413202,2
42003413300,0
42003413400,0
42003413500,0
42003414101,2
42003414102,2
42003414200,0
42003415001,3
42003415002,0
42003416000,1
42003417100,7
42003417200,4
42003418000,1
42003419000,7
42003420000,4
42003421100,0
42003421200,6
42003422000,0
42003423000,3
42003424000,69
42003425000,33
42003426300,4
42003426400,3
42003426700,1
42003426800,0
42003427000,45
42003427100,0
42003427200,12
